age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,y
29,services,married,high.school,unknown,yes,yes,cellular,nov,thu,4,999,0,nonexistent,no
44,admin.,single,professional.course,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,yes
30,management,single,university.degree,no,no,no,cellular,nov,thu,5,999,1,failure,no
43,entrepreneur,married,high.school,unknown,no,yes,cellular,nov,thu,2,999,0,nonexistent,no
39,entrepreneur,married,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
41,services,married,unknown,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,no
39,technician,married,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
29,self-employed,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,yes
58,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,1,6,1,success,no
41,services,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
50,unemployed,unknown,basic.9y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
43,unemployed,single,university.degree,no,yes,yes,cellular,nov,thu,3,999,0,nonexistent,no
40,blue-collar,married,basic.6y,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
49,technician,divorced,university.degree,no,yes,no,telephone,nov,thu,1,999,0,nonexistent,no
30,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
56,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
30,admin.,divorced,high.school,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
32,services,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
47,entrepreneur,divorced,basic.9y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
33,services,married,high.school,unknown,yes,no,cellular,nov,thu,3,999,1,failure,no
40,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu,5,999,0,nonexistent,no
58,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
45,unemployed,married,basic.9y,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
42,services,married,basic.6y,no,no,no,cellular,nov,thu,7,999,1,failure,no
29,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
37,management,divorced,university.degree,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
33,technician,divorced,professional.course,no,yes,no,cellular,nov,thu,3,999,1,failure,no
50,retired,divorced,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,yes
40,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
47,housemaid,single,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
55,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
42,blue-collar,single,basic.4y,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
44,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,4,999,0,nonexistent,no
43,services,divorced,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
50,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,999,1,failure,no
30,technician,single,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
52,retired,married,university.degree,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
34,management,divorced,university.degree,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,yes
30,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,1,999,0,nonexistent,yes
37,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
50,blue-collar,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
33,admin.,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
40,self-employed,married,university.degree,unknown,yes,yes,cellular,nov,thu,3,999,0,nonexistent,yes
41,services,single,high.school,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
35,self-employed,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
50,self-employed,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,1,failure,no
44,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
48,technician,divorced,professional.course,no,yes,no,cellular,nov,thu,1,999,1,failure,no
52,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,no
31,services,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
50,technician,married,high.school,no,yes,no,telephone,nov,thu,2,999,1,failure,no
43,management,married,university.degree,no,yes,no,cellular,nov,thu,4,999,1,failure,no
34,unemployed,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,yes
30,services,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
29,services,married,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
53,management,married,high.school,no,no,no,cellular,nov,thu,1,999,1,failure,no
53,self-employed,divorced,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
31,blue-collar,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
51,technician,married,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
57,admin.,divorced,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,yes
31,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
29,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
47,admin.,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
51,admin.,divorced,high.school,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,no
51,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
31,unemployed,single,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
45,technician,divorced,professional.course,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,yes
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
30,services,married,high.school,unknown,no,yes,cellular,nov,thu,4,999,0,nonexistent,no
31,unemployed,single,professional.course,no,no,no,cellular,nov,thu,1,999,1,failure,no
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
51,retired,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
52,housemaid,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,1,999,1,failure,no
41,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
44,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
37,admin.,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,yes
29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,yes
34,technician,married,professional.course,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
31,technician,married,basic.6y,no,yes,no,telephone,nov,thu,8,999,1,failure,no
31,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
29,technician,single,professional.course,unknown,no,no,cellular,nov,thu,1,999,0,nonexistent,no
50,services,married,unknown,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
46,unemployed,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
41,services,married,high.school,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
36,unemployed,single,basic.9y,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
30,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,5,999,1,failure,no
39,blue-collar,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
29,technician,single,professional.course,unknown,yes,yes,cellular,nov,thu,1,999,1,failure,no
30,unemployed,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
32,blue-collar,single,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
39,management,divorced,university.degree,no,yes,no,cellular,nov,thu,6,999,1,failure,no
43,technician,divorced,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
33,unemployed,single,university.degree,no,yes,no,cellular,nov,thu,1,999,1,failure,no
31,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu,1,999,0,nonexistent,no
53,management,married,university.degree,no,yes,no,cellular,nov,thu,2,999,1,failure,yes
33,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
36,services,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
41,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
34,unemployed,married,high.school,no,unknown,unknown,cellular,nov,thu,2,999,1,failure,no
32,technician,married,university.degree,no,no,yes,cellular,nov,thu,2,999,0,nonexistent,no
55,admin.,married,university.degree,no,unknown,unknown,cellular,nov,thu,2,999,0,nonexistent,no
51,management,divorced,high.school,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
32,student,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
56,housemaid,divorced,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
37,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
29,technician,single,professional.course,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,1,failure,no
34,management,divorced,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,yes
56,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,thu,1,999,1,failure,no
31,services,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
32,management,single,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,yes
41,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
51,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
56,retired,married,basic.4y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
51,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
46,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
32,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
34,management,married,university.degree,no,no,no,cellular,nov,thu,3,999,1,failure,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,no,telephone,nov,thu,1,999,0,nonexistent,no
34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,yes
34,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
37,management,married,basic.9y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
32,blue-collar,divorced,basic.9y,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,yes
33,services,divorced,high.school,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,no
33,technician,married,unknown,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
29,admin.,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
31,blue-collar,single,high.school,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
53,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
37,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
39,services,single,university.degree,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
53,housemaid,married,unknown,no,yes,no,cellular,nov,thu,5,999,0,nonexistent,no
40,services,married,basic.6y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,3,999,1,failure,no
31,technician,single,unknown,unknown,no,no,cellular,nov,thu,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
30,admin.,married,unknown,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,1,failure,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
35,admin.,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,cellular,nov,thu,2,999,1,failure,no
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,7,999,1,failure,no
32,admin.,single,university.degree,no,no,no,telephone,nov,thu,2,999,0,nonexistent,no
36,technician,single,university.degree,no,no,no,telephone,nov,thu,3,999,0,nonexistent,no
46,blue-collar,married,basic.6y,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
55,technician,single,university.degree,unknown,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
45,unemployed,divorced,basic.4y,unknown,no,no,cellular,nov,thu,4,999,0,nonexistent,no
32,admin.,single,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
56,technician,married,professional.course,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
31,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,thu,2,999,0,nonexistent,no
56,management,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
50,blue-collar,married,professional.course,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,no
29,self-employed,single,high.school,no,yes,yes,cellular,nov,thu,3,999,0,nonexistent,no
40,management,married,unknown,no,yes,no,cellular,nov,thu,1,999,1,failure,no
43,technician,married,professional.course,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
32,services,married,high.school,no,no,no,telephone,nov,thu,1,999,0,nonexistent,no
34,student,divorced,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
42,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
47,management,married,university.degree,no,yes,yes,cellular,nov,thu,4,999,0,nonexistent,no
35,self-employed,single,professional.course,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
31,services,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
40,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,no
31,technician,married,high.school,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
31,services,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
46,management,married,university.degree,no,yes,no,cellular,nov,thu,6,999,0,nonexistent,no
32,admin.,single,high.school,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
53,self-employed,divorced,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
32,blue-collar,divorced,basic.9y,no,yes,yes,cellular,nov,thu,6,999,1,failure,no
34,blue-collar,married,basic.9y,no,yes,yes,telephone,nov,thu,4,999,0,nonexistent,no
30,entrepreneur,married,professional.course,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
32,admin.,married,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
31,technician,single,professional.course,no,yes,no,cellular,nov,thu,5,999,1,failure,no
49,unemployed,unknown,high.school,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,nov,thu,8,6,1,success,no
30,services,married,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
42,blue-collar,divorced,basic.4y,unknown,no,no,cellular,nov,thu,6,999,0,nonexistent,no
51,unemployed,married,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,nov,thu,5,999,0,nonexistent,no
36,blue-collar,married,high.school,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
52,technician,divorced,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
51,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
34,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,1,999,1,failure,no
55,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
29,technician,single,professional.course,unknown,no,no,cellular,nov,thu,2,999,1,failure,no
51,admin.,divorced,university.degree,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
39,entrepreneur,married,professional.course,no,yes,no,cellular,nov,thu,3,999,1,failure,no
31,technician,single,professional.course,no,yes,no,cellular,nov,thu,9,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,no
50,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,2,999,1,failure,no
32,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,999,1,failure,no
35,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,3,999,0,nonexistent,yes
40,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
39,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
39,management,married,unknown,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
57,management,divorced,university.degree,unknown,yes,yes,cellular,nov,thu,2,999,0,nonexistent,no
30,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
51,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
39,management,married,unknown,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,yes
54,housemaid,divorced,university.degree,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,yes
31,technician,single,unknown,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
47,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,6,999,0,nonexistent,no
39,admin.,single,high.school,no,yes,yes,cellular,nov,thu,2,999,1,failure,no
29,services,married,basic.9y,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,no
31,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
50,admin.,married,basic.9y,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
30,services,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
29,services,married,basic.9y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
30,blue-collar,single,unknown,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
38,management,single,basic.9y,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,3,999,1,failure,no
39,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,no
29,unemployed,married,basic.4y,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
49,self-employed,married,university.degree,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
42,entrepreneur,single,basic.4y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
45,technician,single,professional.course,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
31,technician,married,professional.course,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
29,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,thu,3,999,0,nonexistent,no
53,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,2,999,1,failure,no
53,self-employed,single,university.degree,no,no,yes,cellular,nov,thu,2,999,1,failure,no
46,entrepreneur,divorced,basic.9y,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,no
49,services,married,basic.4y,no,no,no,cellular,nov,thu,2,999,1,failure,no
43,technician,married,high.school,no,yes,no,telephone,nov,thu,4,999,0,nonexistent,no
39,technician,married,university.degree,no,no,yes,cellular,nov,thu,2,999,0,nonexistent,no
38,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,3,999,1,failure,no
33,unemployed,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
51,self-employed,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
45,management,married,professional.course,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
32,self-employed,single,university.degree,no,yes,no,telephone,nov,thu,4,999,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,nov,thu,2,999,1,failure,no
38,services,married,basic.6y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
44,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,4,999,1,failure,no
39,services,single,university.degree,unknown,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
32,services,married,basic.4y,unknown,no,no,cellular,nov,thu,2,999,0,nonexistent,no
50,unemployed,married,high.school,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
50,blue-collar,married,professional.course,no,no,no,cellular,nov,thu,3,999,1,failure,no
31,services,married,professional.course,no,no,no,cellular,nov,thu,3,999,0,nonexistent,no
41,management,married,basic.9y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
30,technician,single,university.degree,no,no,yes,cellular,nov,thu,2,999,1,failure,no
29,admin.,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
36,technician,single,professional.course,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
36,technician,single,professional.course,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,yes,no,telephone,nov,thu,4,999,0,nonexistent,no
46,technician,married,professional.course,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
38,management,single,university.degree,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
38,management,married,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,4,999,1,failure,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
29,blue-collar,single,basic.4y,no,yes,yes,cellular,nov,thu,5,999,0,nonexistent,no
36,services,married,high.school,no,yes,no,cellular,nov,thu,3,999,1,failure,no
36,technician,single,professional.course,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,no
33,services,married,high.school,unknown,no,no,cellular,nov,thu,3,999,0,nonexistent,no
33,admin.,divorced,university.degree,no,yes,no,telephone,nov,thu,3,999,0,nonexistent,no
39,entrepreneur,married,professional.course,no,unknown,unknown,cellular,nov,thu,3,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,telephone,nov,thu,2,999,0,nonexistent,no
33,admin.,married,high.school,no,no,no,cellular,nov,thu,4,999,0,nonexistent,no
52,management,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,no
46,technician,divorced,professional.course,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
34,entrepreneur,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
57,management,married,professional.course,unknown,yes,no,cellular,nov,thu,2,999,1,failure,no
43,technician,single,professional.course,unknown,unknown,unknown,cellular,nov,thu,3,999,0,nonexistent,no
38,management,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
33,admin.,married,university.degree,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
31,admin.,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,no
41,services,single,basic.9y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
33,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,2,999,1,failure,no
35,technician,married,university.degree,no,no,no,cellular,nov,thu,4,999,0,nonexistent,no
39,services,single,high.school,no,no,no,cellular,nov,thu,4,999,0,nonexistent,no
30,self-employed,married,professional.course,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,no
