year,artist,track,time,id
2000,Eminem,Stan,5:26,14991
2000,Eminem,The Real Slim Shady,4:42,14992
2000,Eminem,The Way I Am,4:40,14993
2000,En Vogue,Riddle,5:10,14994
2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,14995
2000,"Evans, Sara",Born To Fly,5:36,14996
2000,Eve,Got It All,3:48,14997
2000,Eve,Love Is Blind,3:51,14998
2000,Everclear,Wonderful,4:30,14999
2000,"Fabian, Lara",I Will Love Again,3:43,15000
2000,Fatboy Slim,The Rockafeller Skan...,4:00,15001
2000,Filter,Take A Picture,4:23,15002
2000,Foo Fighters,Learn To Fly,3:55,15003
2000,Fragma,Toca's Miracle,3:22,15004
2000,Funkmaster Flex,Do You,4:14,15005
2000,Ghostface Killah,Cherchez LaGhost,3:04,15006
2000,"Gill, Vince",Feels Like Love,4:13,15007
2000,"Gilman, Billy",One Voice,4:07,15008
2000,Ginuwine,None Of Ur Friends B...,4:12,15009
2000,Ginuwine,The Best Man I Can B...,4:06,15010
2000,Goo Goo Dolls,Broadway,3:54,15011
2000,"Gray, Macy",I Try,3:52,15012
2000,"Griggs, Andy",She's More,3:19,15013
2000,Guy,Dancin',4:08,15014
2000,Hanson,This Time Around,4:14,15015
2000,"Hart, Beth",L.A. Song,3:47,15016
2000,"Heatherly, Eric",Flowers On The Wall,3:16,15017
2000,"Henley, Don",Taking You Home,4:08,15018
2000,"Herndon, Ty",No Mercy,4:43,15019
2000,"Hill, Faith",Breathe,4:04,15020
2000,"Hill, Faith",Let's Make Love,4:11,15021
2000,Hoku,Another Dumb Blonde,3:47,15022
2000,"Hollister, Dave",Can't Stay,6:17,15023
2000,Hot Boys,I Need A Hot Girl,4:16,15024
2000,"Houston, Whitney",Could I Have This Ki...,3:54,15025
2000,"Houston, Whitney",I Learned From The B...,4:18,15026
2000,"Houston, Whitney",My Love Is Your Love,4:16,15027
2000,"Houston, Whitney","Same Script, Differe...",4:45,15028
2000,IMx,Stay The Night,3:37,15029
2000,Ice Cube,You Can Do It,4:20,15030
2000,Ideal,Whatever,3:48,15031
2000,"Iglesias, Enrique",Be With You,3:36,15032
2000,"Iglesias, Enrique",Rhythm Divine,7:35,15033
2000,J-Shin,One Night Stand,4:34,15034
2000,Ja Rule,Between Me And You,4:05,15035
2000,"Jackson, Alan",It Must Be Love,2:53,15036
2000,"Jackson, Alan",Pop A Top,3:04,15037
2000,"Jackson, Alan",www.memory,2:36,15038
2000,Jagged Edge,He Can't Love U,3:30,15039
2000,Jagged Edge,Let's Get Married,4:23,15040
2000,Janet,Doesn't Really Matte...,4:17,15041
2000,Jay-Z,Anything,3:41,15042
2000,Jay-Z,Big Pimpin',3:55,15043
2000,Jay-Z,Do It Again (Put Ya ...,3:47,15044
2000,Jay-Z,Hey Papi,3:40,15045
2000,Jay-Z,I Just Wanna Love U ...,3:50,15046
2000,"Jean, Wyclef",911,4:00,15047
2000,Joe,I Wanna Know,4:57,15048
2000,Joe,Treat Her Like A Lad...,4:12,15049
2000,"John, Elton",Someday Out Of The B...,4:41,15050
2000,"Jones, Donell",Where I Wanna Be,6:22,15051
2000,"Jordan, Montell",Get It On.. Tonite,4:34,15052
2000,Juvenile,U Understand,3:51,15053
2000,Kandi,Don't Think I'm Not,3:50,15054
2000,"Keith, Toby",Country Comes To Tow...,3:39,15055
2000,"Keith, Toby",How Do You Like Me N...,3:29,15056
2000,Kelis,Caught Out There,4:09,15057
2000,Kenny G,Auld Lang Syne (The ...,7:50,15058
2000,Kid Rock,Only God Knows Why,5:27,15059
2000,"Kravitz, Lenny",I Belong To You,4:17,15060
2000,Kumbia Kings,U Don't Love Me,3:50,15061
2000,LFO,I Don't Wanna Kiss Y...,5:00,15062
2000,LFO,West Side Story,3:27,15063
2000,LL Cool J,Imagine That,4:00,15064
2000,"Larrieux, Amel",Get Up,4:02,15065
2000,"Lawrence, Tracy",Lessons Learned,2:55,15066
2000,"Levert, Gerald",Baby U Are,4:10,15067
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,15068
2000,Lil Bow Wow,Bounce With Me,3:22,15069
2000,Lil Wayne,Tha Block Is Hot,4:13,15070
2000,Lil' Kim,How Many Licks?,3:50,15071
2000,Lil' Kim,No Matter What They ...,4:12,15072
2000,Lil' Mo,Ta Da,4:17,15073
2000,Lil' Zane,Callin' Me,3:43,15074
2000,Limp Bizkit,N 2 Gether Now,3:55,15075
2000,Limp Bizkit,Re-Arranged,4:08,15076
2000,Limp Bizkit,Rollin',4:04,15077
2000,Lonestar,Amazed,4:25,15078
2000,Lonestar,Smile,3:33,15079
2000,Lonestar,What About Now,3:30,15080
2000,"Lopez, Jennifer",Feelin' Good,4:28,15081
2000,"Loveless, Patty",That's The Kind Of M...,3:27,15082
2000,Lox,"Ryde or Die, Chick",3:56,15083
2000,Lucy Pearl,Dance Tonight,3:45,15084
2000,Ludacris,What's Your Fantasy,4:16,15085
2000,M2M,Don't Say You Love M...,3:41,15086
2000,M2M,Mirror Mirror,3:19,15087
2000,Madison Avenue,Don't Call Me Baby,3:44,15088
2000,Madonna,American Pie,4:30,15089
2000,Madonna,Music,3:45,15090
2000,"Martin, Ricky",Private Emotion,4:02,15091
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,15092
2000,"Martin, Ricky",She Bangs,4:02,15093
2000,Mary Mary,Shackles (Praise You...,3:12,15094
2000,Master P,Souljas,3:33,15095
2000,"McBride, Martina",Love's The Only Hous...,5:13,15096
2000,"McBride, Martina",There You Are,3:26,15097
2000,"McEntire, Reba",I'll Be,4:23,15098
2000,"McEntire, Reba",What Do You Say,3:26,15099
2000,"McGraw, Tim",My Best Friend,4:33,15100
2000,"McGraw, Tim",My Next Thirty Years,3:37,15101
2000,"McGraw, Tim",Some Things Never Ch...,3:56,15102
2000,"McKnight, Brian",Stay Or Let It Go,4:32,15103
2000,"Messina, Jo Dee",Because You Love Me,3:50,15104
2000,"Messina, Jo Dee",That's The Way,3:17,15105
2000,Metallica,I Disappear,4:26,15106
2000,Metallica,No Leaf Clover (Live...,5:43,15107
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,15108
2000,"Montgomery, John Michael",The Little Girl,3:52,15109
2000,"Moore, Chante",Straight Up,3:40,15110
2000,"Moore, Mandy",I Wanna Be With You,4:12,15111
2000,"Mumba, Samantha",Gotta Tell You,3:19,15112
2000,Musiq,Just Friends,4:02,15113
2000,Mya,Case Of The Ex (What...,3:50,15114
2000,Mya,The Best Of Me,4:12,15115
2000,Mystikal,Shake Ya Ass,4:46,15116
2000,N'Sync,Bye Bye Bye,3:15,15117
2000,N'Sync,It's Gonna Be Me,3:10,15118
2000,N'Sync,This I Promise You,4:23,15119
2000,Nas,You Owe Me,3:51,15120
2000,Nelly,(Hot S**t) Country G...,4:17,15121
2000,Next,Wifey,4:03,15122
2000,Nine Days,Absolutely (Story Of...,3:09,15123
2000,Nine Days,If I Am,4:18,15124
2000,No Doubt,Simple Kind Of Life,4:11,15125
2000,Nu Flavor,3 Little Words,3:54,15126
2000,"Offspring, The",Original Prankster,3:42,15127
2000,"Paisley, Brad",Me Neither,3:19,15128
2000,"Paisley, Brad",We Danced,3:45,15129
2000,Papa Roach,Last Resort,3:19,15130
2000,Pearl Jam,Nothing As It Seems,5:20,15131
2000,Pink,Most Girls,4:06,15132
2000,Pink,There U Go,3:23,15133
2000,"Price, Kelly",As We Lay,6:20,15134
2000,"Price, Kelly",Love Sets You Free,3:46,15135
2000,"Price, Kelly",You Should've Told M...,3:12,15136
2000,Profyle,Liar,3:57,15137
2000,Puff Daddy,Best Friend,5:33,15138
2000,Q-Tip,Breathe And Stop,4:06,15139
2000,R.E.M.,The Great Beyond,4:10,15140
2000,Rascal Flatts,Prayin' For Daylight,3:36,15141
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,15142
2000,Red Hot Chili Peppers,Californication,5:21,15143
2000,Red Hot Chili Peppers,Otherside,4:13,15144
2000,"Rimes, LeAnn",Big Deal,3:03,15145
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,15146
2000,"Rimes, LeAnn",I Need You,3:42,15147
2000,"Rogers, Kenny",Buy Me A Rose,3:46,15148
2000,Ruff Endz,No More,3:56,15149
2000,Sammie,I Like It,4:09,15150
2000,Santana,"Maria, Maria",4:18,15151
2000,Savage Garden,Crash And Burn,4:41,15152
2000,Savage Garden,I Knew I Loved You,4:07,15153
2000,SheDaisy,Deck The Halls,3:46,15154
2000,SheDaisy,I Will.. But,3:40,15155
2000,SheDaisy,This Woman Needs,3:20,15156
2000,"Sheist, Shade",Where I Wanna Be,4:16,15157
2000,Shyne,Bad Boyz,4:22,15158
2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,15159
2000,"Simpson, Jessica",Where You Are,3:51,15160
2000,Sisqo,Got To Get It,3:52,15161
2000,Sisqo,Incomplete,3:52,15162
2000,Sisqo,Thong Song,4:05,15163
2000,Sister Hazel,Change Your Mind,4:02,15164
2000,Smash Mouth,Then The Morning Com...,3:04,15165
2000,"Smith, Will",Freakin' It,3:58,15166
2000,Son By Four,A Puro Dolor (Purest...,3:30,15167
2000,Sonique,It Feels So Good,3:48,15168
2000,SoulDecision,Faded,3:25,15169
2000,"Spears, Britney",From The Bottom Of M...,4:30,15170
2000,"Spears, Britney",Lucky,3:23,15171
2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,15172
2000,"Spencer, Tracie",Still In My Heart,4:11,15173
2000,Splender,I Think God Can Expl...,3:55,15174
2000,Sting,Desert Rose,3:52,15175
2000,Stone Temple Pilots,Sour Girl,4:16,15176
2000,"Stone, Angie",No More Rain (In Thi...,4:42,15177
2000,"Strait, George",Go On,3:48,15178
2000,"Strait, George",The Best Day,3:24,15179
2000,Sugar Ray,Falls Apart,4:15,15180
2000,TLC,Dear Lie,4:36,15181
2000,Tamar,If You Don't Wanna L...,4:02,15182
2000,Tamia,Can't Go For That,3:38,15183
2000,Third Eye Blind,Deep Inside Of You,4:10,15184
2000,Third Eye Blind,Never Let You Go,3:57,15185
2000,"Thomas, Carl",Emotional,4:31,15186
2000,"Thomas, Carl",I Wish,3:50,15187
2000,"Thomas, Carl",Summer Rain,4:57,15188
2000,"Tippin, Aaron",Kiss This,2:53,15189
2000,Train,Meet Virginia,3:55,15190
2000,Trick Daddy,Shut Up,4:17,15191
2000,Trina,Pull Over,2:58,15192
2000,"Tritt, Travis",Best Of Intentions,4:15,15193
2000,Tuesday,I Know,4:06,15194
2000,"Urban, Keith",Your Everything,4:10,15195
2000,Usher,Pop Ya Collar,3:36,15196
2000,"Vassar, Phil",Carlene,4:07,15197
2000,"Vassar, Phil",Just Another Day In ...,3:54,15198
2000,Vertical Horizon,Everything You Want,4:01,15199
2000,Vertical Horizon,You're A God,3:45,15200
2000,Vitamin C,Graduation (Friends ...,4:23,15201
2000,Vitamin C,The Itch,3:30,15202
2000,"Walker, Clay","Live, Laugh, Love",4:06,15203
2000,"Walker, Clay",The Chain Of Love,5:03,15204
2000,"Wallflowers, The",Sleepwalker,3:29,15205
2000,Westlife,Swear It Again,4:07,15206
2000,"Williams, Robbie",Angels,3:56,15207
2000,"Wills, Mark",Back At One,4:00,15208
2000,"Worley, Darryl",When You Need My Lov...,3:35,15209
2000,"Wright, Chely",It Was,3:51,15210
2000,Yankee Grey,Another Nine Minutes,3:10,15211
2000,"Yearwood, Trisha",Real Live Woman,3:55,15212
2000,Ying Yang Twins,Whistle While You Tw...,4:19,15213
2000,Zombie Nation,Kernkraft 400,3:30,15214
2000,matchbox twenty,Bent,4:12,15215
2000,2 Pac,Baby Don't Cry (Keep...,4:22,15216
2000,2Ge+her,The Hardest Part Of ...,3:15,15217
2000,3 Doors Down,Kryptonite,3:53,15218
2000,3 Doors Down,Loser,4:24,15219
2000,504 Boyz,Wobble Wobble,3:35,15220
2000,98^0,Give Me Just One Nig...,3:24,15221
2000,A*Teens,Dancing Queen,3:44,15222
2000,Aaliyah,I Don't Wanna,4:15,15223
2000,Aaliyah,Try Again,4:03,15224
2000,"Adams, Yolanda",Open My Heart,5:30,15225
2000,"Adkins, Trace",More,3:05,15226
2000,"Aguilera, Christina",Come On Over Baby (A...,3:38,15227
2000,"Aguilera, Christina",I Turn To You,4:00,15228
2000,"Aguilera, Christina",What A Girl Wants,3:18,15229
2000,Alice Deejay,Better Off Alone,6:50,15230
2000,"Allan, Gary",Smoke Rings In The D...,4:18,15231
2000,Amber,Sexual,4:38,15232
2000,Anastacia,I'm Outta Love,4:01,15233
2000,"Anthony, Marc",My Baby You,3:59,15234
2000,"Anthony, Marc",You Sang To Me,3:50,15235
2000,Avant,My First Love,4:28,15236
2000,Avant,Separated,4:13,15237
2000,BBMak,Back Here,3:35,15238
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,15239
2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54,15240
2000,"Backstreet Boys, The",The One,3:46,15241
2000,"Badu, Erkyah",Bag Lady,5:03,15242
2000,Baha Men,Who Let The Dogs Out,3:17,15243
2000,Barenaked Ladies,Pinch Me,3:46,15244
2000,Beenie Man,Girls Dem Sugar,4:17,15245
2000,Before Dark,Monica,4:04,15246
2000,"Bega, Lou",Tricky Tricky ,3:23,15247
2000,Big Punisher,It's So Hard,3:25,15248
2000,Black Rob,Whoa!,4:04,15249
2000,"Black, Clint",Been There,5:28,15250
2000,Blaque,Bring It All To Me,3:46,15251
2000,"Blige, Mary J.",Deep Inside,5:26,15252
2000,"Blige, Mary J.",Give Me You,5:00,15253
2000,Blink-182,All The Small Things,2:52,15254
2000,Bloodhound Gang,The Bad Touch,4:20,15255
2000,Bon Jovi,It's My Life,3:44,15256
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,15257
2000,"Braxton, Toni",Just Be A Man About ...,4:10,15258
2000,"Braxton, Toni",Spanish Guitar,4:24,15259
2000,"Brock, Chad",A Country Boy Can Su...,3:54,15260
2000,"Brock, Chad",Yes!,3:22,15261
2000,Brooks & Dunn,You'll Always Be Lov...,2:58,15262
2000,"Brooks, Garth",Do What You Gotta Do,2:56,15263
2000,"Byrd, Tracy",Put Your Hand In Min...,4:30,15264
2000,"Cagle, Chris",My Love Goes On And ...,3:02,15265
2000,Cam'ron,What Means The World...,4:38,15266
2000,"Carey, Mariah",Crybaby,5:19,15267
2000,"Carey, Mariah",Thank God I Found Yo...,4:14,15268
2000,"Carter, Aaron",Aaron's Party (Come ...,3:23,15269
2000,"Carter, Torrey",Take That,3:43,15270
2000,Changing Faces,That Other Woman,4:00,15271
2000,"Chesney, Kenny",I Lost It,3:54,15272
2000,"Chesney, Kenny",What I Need To Do,4:05,15273
2000,Clark Family Experience,Meanwhile Back At Th...,2:56,15274
2000,"Clark, Terri",A Little Gasoline,3:07,15275
2000,Common,The Light,3:55,15276
2000,Counting Crows,Hanginaround,4:07,15277
2000,Creed,Higher,5:16,15278
2000,Creed,With Arms Wide Open,3:52,15279
2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,15280
2000,D'Angelo,Left & Right,4:35,15281
2000,D'Angelo,Untitled (How Does I...,7:10,15282
2000,DMX,Party Up (Up In Here...,3:45,15283
2000,DMX,What You Want,4:05,15284
2000,DMX,What's My Name,3:50,15285
2000,Da Brat,That's What I'm Look...,3:44,15286
2000,Da Brat,What'Chu Like,3:57,15287
2000,"Davidson, Clay",Unconditional,3:56,15288
2000,De La Soul,All Good?,5:02,15289
2000,Destiny's Child,Independent Women Pa...,3:38,15290
2000,Destiny's Child,Jumpin' Jumpin',3:48,15291
2000,Destiny's Child,Say My Name,4:31,15292
2000,"Diffie, Joe",It's Always Somethin...,2:55,15293
2000,"Diffie, Joe",The Quittin' Kind,3:23,15294
2000,"Dion, Celine",That's The Way It Is,4:03,15295
2000,"Dixie Chicks, The",Cold Day In July,5:12,15296
2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,15297
2000,"Dixie Chicks, The",Goodbye Earl,4:19,15298
2000,"Dixie Chicks, The",Without You,3:32,15299
2000,Dr. Dre,Forgot About Dre,3:42,15300
2000,Dr. Dre,The Next Episode,2:38,15301
2000,Drama,"Left, Right, Left",3:37,15302
2000,Dream,He Loves U Not,3:43,15303
2000,"Eastsidaz, The",G'D Up,4:27,15304
2000,"Eastsidaz, The",Got Beef,3:58,15305
2000,Eiffel 65,Blue,3:29,15306
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,15307
2000,Eminem,Stan,5:26,15308
2000,Eminem,The Real Slim Shady,4:42,15309
2000,Eminem,The Way I Am,4:40,15310
2000,En Vogue,Riddle,5:10,15311
2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,15312
2000,"Evans, Sara",Born To Fly,5:36,15313
2000,Eve,Got It All,3:48,15314
2000,Eve,Love Is Blind,3:51,15315
2000,Everclear,Wonderful,4:30,15316
2000,"Fabian, Lara",I Will Love Again,3:43,15317
2000,Fatboy Slim,The Rockafeller Skan...,4:00,15318
2000,Filter,Take A Picture,4:23,15319
2000,Foo Fighters,Learn To Fly,3:55,15320
2000,Fragma,Toca's Miracle,3:22,15321
2000,Funkmaster Flex,Do You,4:14,15322
2000,Ghostface Killah,Cherchez LaGhost,3:04,15323
2000,"Gill, Vince",Feels Like Love,4:13,15324
2000,"Gilman, Billy",One Voice,4:07,15325
2000,Ginuwine,None Of Ur Friends B...,4:12,15326
2000,Ginuwine,The Best Man I Can B...,4:06,15327
2000,Goo Goo Dolls,Broadway,3:54,15328
2000,"Gray, Macy",I Try,3:52,15329
2000,"Griggs, Andy",She's More,3:19,15330
2000,Guy,Dancin',4:08,15331
2000,Hanson,This Time Around,4:14,15332
2000,"Hart, Beth",L.A. Song,3:47,15333
2000,"Heatherly, Eric",Flowers On The Wall,3:16,15334
2000,"Henley, Don",Taking You Home,4:08,15335
2000,"Herndon, Ty",No Mercy,4:43,15336
2000,"Hill, Faith",Breathe,4:04,15337
2000,"Hill, Faith",Let's Make Love,4:11,15338
2000,Hoku,Another Dumb Blonde,3:47,15339
2000,"Hollister, Dave",Can't Stay,6:17,15340
2000,Hot Boys,I Need A Hot Girl,4:16,15341
2000,"Houston, Whitney",Could I Have This Ki...,3:54,15342
2000,"Houston, Whitney",I Learned From The B...,4:18,15343
2000,"Houston, Whitney",My Love Is Your Love,4:16,15344
2000,"Houston, Whitney","Same Script, Differe...",4:45,15345
2000,IMx,Stay The Night,3:37,15346
2000,Ice Cube,You Can Do It,4:20,15347
2000,Ideal,Whatever,3:48,15348
2000,"Iglesias, Enrique",Be With You,3:36,15349
2000,"Iglesias, Enrique",Rhythm Divine,7:35,15350
2000,J-Shin,One Night Stand,4:34,15351
2000,Ja Rule,Between Me And You,4:05,15352
2000,"Jackson, Alan",It Must Be Love,2:53,15353
2000,"Jackson, Alan",Pop A Top,3:04,15354
2000,"Jackson, Alan",www.memory,2:36,15355
2000,Jagged Edge,He Can't Love U,3:30,15356
2000,Jagged Edge,Let's Get Married,4:23,15357
2000,Janet,Doesn't Really Matte...,4:17,15358
2000,Jay-Z,Anything,3:41,15359
2000,Jay-Z,Big Pimpin',3:55,15360
2000,Jay-Z,Do It Again (Put Ya ...,3:47,15361
2000,Jay-Z,Hey Papi,3:40,15362
2000,Jay-Z,I Just Wanna Love U ...,3:50,15363
2000,"Jean, Wyclef",911,4:00,15364
2000,Joe,I Wanna Know,4:57,15365
2000,Joe,Treat Her Like A Lad...,4:12,15366
2000,"John, Elton",Someday Out Of The B...,4:41,15367
2000,"Jones, Donell",Where I Wanna Be,6:22,15368
2000,"Jordan, Montell",Get It On.. Tonite,4:34,15369
2000,Juvenile,U Understand,3:51,15370
2000,Kandi,Don't Think I'm Not,3:50,15371
2000,"Keith, Toby",Country Comes To Tow...,3:39,15372
2000,"Keith, Toby",How Do You Like Me N...,3:29,15373
2000,Kelis,Caught Out There,4:09,15374
2000,Kenny G,Auld Lang Syne (The ...,7:50,15375
2000,Kid Rock,Only God Knows Why,5:27,15376
2000,"Kravitz, Lenny",I Belong To You,4:17,15377
2000,Kumbia Kings,U Don't Love Me,3:50,15378
2000,LFO,I Don't Wanna Kiss Y...,5:00,15379
2000,LFO,West Side Story,3:27,15380
2000,LL Cool J,Imagine That,4:00,15381
2000,"Larrieux, Amel",Get Up,4:02,15382
2000,"Lawrence, Tracy",Lessons Learned,2:55,15383
2000,"Levert, Gerald",Baby U Are,4:10,15384
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,15385
2000,Lil Bow Wow,Bounce With Me,3:22,15386
2000,Lil Wayne,Tha Block Is Hot,4:13,15387
2000,Lil' Kim,How Many Licks?,3:50,15388
2000,Lil' Kim,No Matter What They ...,4:12,15389
2000,Lil' Mo,Ta Da,4:17,15390
2000,Lil' Zane,Callin' Me,3:43,15391
2000,Limp Bizkit,N 2 Gether Now,3:55,15392
2000,Limp Bizkit,Re-Arranged,4:08,15393
2000,Limp Bizkit,Rollin',4:04,15394
2000,Lonestar,Amazed,4:25,15395
2000,Lonestar,Smile,3:33,15396
2000,Lonestar,What About Now,3:30,15397
2000,"Lopez, Jennifer",Feelin' Good,4:28,15398
2000,"Loveless, Patty",That's The Kind Of M...,3:27,15399
2000,Lox,"Ryde or Die, Chick",3:56,15400
2000,Lucy Pearl,Dance Tonight,3:45,15401
2000,Ludacris,What's Your Fantasy,4:16,15402
2000,M2M,Don't Say You Love M...,3:41,15403
2000,M2M,Mirror Mirror,3:19,15404
2000,Madison Avenue,Don't Call Me Baby,3:44,15405
2000,Madonna,American Pie,4:30,15406
2000,Madonna,Music,3:45,15407
2000,"Martin, Ricky",Private Emotion,4:02,15408
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,15409
2000,"Martin, Ricky",She Bangs,4:02,15410
2000,Mary Mary,Shackles (Praise You...,3:12,15411
2000,Master P,Souljas,3:33,15412
2000,"McBride, Martina",Love's The Only Hous...,5:13,15413
2000,"McBride, Martina",There You Are,3:26,15414
2000,"McEntire, Reba",I'll Be,4:23,15415
2000,"McEntire, Reba",What Do You Say,3:26,15416
2000,"McGraw, Tim",My Best Friend,4:33,15417
2000,"McGraw, Tim",My Next Thirty Years,3:37,15418
2000,"McGraw, Tim",Some Things Never Ch...,3:56,15419
2000,"McKnight, Brian",Stay Or Let It Go,4:32,15420
2000,"Messina, Jo Dee",Because You Love Me,3:50,15421
2000,"Messina, Jo Dee",That's The Way,3:17,15422
2000,Metallica,I Disappear,4:26,15423
2000,Metallica,No Leaf Clover (Live...,5:43,15424
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,15425
2000,"Montgomery, John Michael",The Little Girl,3:52,15426
2000,"Moore, Chante",Straight Up,3:40,15427
2000,"Moore, Mandy",I Wanna Be With You,4:12,15428
2000,"Mumba, Samantha",Gotta Tell You,3:19,15429
2000,Musiq,Just Friends,4:02,15430
2000,Mya,Case Of The Ex (What...,3:50,15431
2000,Mya,The Best Of Me,4:12,15432
2000,Mystikal,Shake Ya Ass,4:46,15433
2000,N'Sync,Bye Bye Bye,3:15,15434
2000,N'Sync,It's Gonna Be Me,3:10,15435
2000,N'Sync,This I Promise You,4:23,15436
2000,Nas,You Owe Me,3:51,15437
2000,Nelly,(Hot S**t) Country G...,4:17,15438
2000,Next,Wifey,4:03,15439
2000,Nine Days,Absolutely (Story Of...,3:09,15440
2000,Nine Days,If I Am,4:18,15441
2000,No Doubt,Simple Kind Of Life,4:11,15442
2000,Nu Flavor,3 Little Words,3:54,15443
2000,"Offspring, The",Original Prankster,3:42,15444
2000,"Paisley, Brad",Me Neither,3:19,15445
2000,"Paisley, Brad",We Danced,3:45,15446
2000,Papa Roach,Last Resort,3:19,15447
2000,Pearl Jam,Nothing As It Seems,5:20,15448
2000,Pink,Most Girls,4:06,15449
2000,Pink,There U Go,3:23,15450
2000,"Price, Kelly",As We Lay,6:20,15451
2000,"Price, Kelly",Love Sets You Free,3:46,15452
2000,"Price, Kelly",You Should've Told M...,3:12,15453
2000,Profyle,Liar,3:57,15454
2000,Puff Daddy,Best Friend,5:33,15455
2000,Q-Tip,Breathe And Stop,4:06,15456
2000,R.E.M.,The Great Beyond,4:10,15457
2000,Rascal Flatts,Prayin' For Daylight,3:36,15458
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,15459
2000,Red Hot Chili Peppers,Californication,5:21,15460
2000,Red Hot Chili Peppers,Otherside,4:13,15461
2000,"Rimes, LeAnn",Big Deal,3:03,15462
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,15463
2000,"Rimes, LeAnn",I Need You,3:42,15464
2000,"Rogers, Kenny",Buy Me A Rose,3:46,15465
2000,Ruff Endz,No More,3:56,15466
2000,Sammie,I Like It,4:09,15467
2000,Santana,"Maria, Maria",4:18,15468
2000,Savage Garden,Crash And Burn,4:41,15469
2000,Savage Garden,I Knew I Loved You,4:07,15470
2000,SheDaisy,Deck The Halls,3:46,15471
2000,SheDaisy,I Will.. But,3:40,15472
2000,SheDaisy,This Woman Needs,3:20,15473
2000,"Sheist, Shade",Where I Wanna Be,4:16,15474
2000,Shyne,Bad Boyz,4:22,15475
2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,15476
2000,"Simpson, Jessica",Where You Are,3:51,15477
2000,Sisqo,Got To Get It,3:52,15478
2000,Sisqo,Incomplete,3:52,15479
2000,Sisqo,Thong Song,4:05,15480
2000,Sister Hazel,Change Your Mind,4:02,15481
2000,Smash Mouth,Then The Morning Com...,3:04,15482
2000,"Smith, Will",Freakin' It,3:58,15483
2000,Son By Four,A Puro Dolor (Purest...,3:30,15484
2000,Sonique,It Feels So Good,3:48,15485
2000,SoulDecision,Faded,3:25,15486
2000,"Spears, Britney",From The Bottom Of M...,4:30,15487
2000,"Spears, Britney",Lucky,3:23,15488
2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,15489
2000,"Spencer, Tracie",Still In My Heart,4:11,15490
2000,Splender,I Think God Can Expl...,3:55,15491
2000,Sting,Desert Rose,3:52,15492
2000,Stone Temple Pilots,Sour Girl,4:16,15493
2000,"Stone, Angie",No More Rain (In Thi...,4:42,15494
2000,"Strait, George",Go On,3:48,15495
2000,"Strait, George",The Best Day,3:24,15496
2000,Sugar Ray,Falls Apart,4:15,15497
2000,TLC,Dear Lie,4:36,15498
2000,Tamar,If You Don't Wanna L...,4:02,15499
2000,Tamia,Can't Go For That,3:38,15500
2000,Third Eye Blind,Deep Inside Of You,4:10,15501
2000,Third Eye Blind,Never Let You Go,3:57,15502
2000,"Thomas, Carl",Emotional,4:31,15503
2000,"Thomas, Carl",I Wish,3:50,15504
2000,"Thomas, Carl",Summer Rain,4:57,15505
2000,"Tippin, Aaron",Kiss This,2:53,15506
2000,Train,Meet Virginia,3:55,15507
2000,Trick Daddy,Shut Up,4:17,15508
2000,Trina,Pull Over,2:58,15509
2000,"Tritt, Travis",Best Of Intentions,4:15,15510
2000,Tuesday,I Know,4:06,15511
2000,"Urban, Keith",Your Everything,4:10,15512
2000,Usher,Pop Ya Collar,3:36,15513
2000,"Vassar, Phil",Carlene,4:07,15514
2000,"Vassar, Phil",Just Another Day In ...,3:54,15515
2000,Vertical Horizon,Everything You Want,4:01,15516
2000,Vertical Horizon,You're A God,3:45,15517
2000,Vitamin C,Graduation (Friends ...,4:23,15518
2000,Vitamin C,The Itch,3:30,15519
2000,"Walker, Clay","Live, Laugh, Love",4:06,15520
2000,"Walker, Clay",The Chain Of Love,5:03,15521
2000,"Wallflowers, The",Sleepwalker,3:29,15522
2000,Westlife,Swear It Again,4:07,15523
2000,"Williams, Robbie",Angels,3:56,15524
2000,"Wills, Mark",Back At One,4:00,15525
2000,"Worley, Darryl",When You Need My Lov...,3:35,15526
2000,"Wright, Chely",It Was,3:51,15527
2000,Yankee Grey,Another Nine Minutes,3:10,15528
